"Name","Opponent","role","winrate"
"Teemo","Irelia","Top","46.9"
"Teemo","Fizz","Top","47.31"
"Teemo","Nautilus","Top","42.75"
"Teemo","Yasuo","Top","44.29"
"Teemo","Graves","Top","53.06"
"Teemo","Ekko","Top","40.97"
"Ashe","Urgot","ADC","66.66"
"Ashe","Varus","ADC","48.95"
"Ashe","Quinn","ADC","43.85"
"Ashe","MissFortune","ADC","54.04"
"Ashe","Twitch","ADC","53.56"
"Ashe","Kalista","ADC","56.8"
"Ashe","Draven","ADC","53.75"
"Ashe","KogMaw","ADC","45.19"
"Ashe","Tristana","ADC","53.99"
"Ashe","Corki","ADC","56.67"
"Ashe","Jinx","ADC","51.65"
"Ashe","Sivir","ADC","49.07"
"Ashe","Caitlyn","ADC","55.24"
"Ashe","Graves","ADC","48.8"
"Ashe","Jhin","ADC","50.18"
"Ashe","Vayne","ADC","55.42"
"Ashe","Ezreal","ADC","52.41"
"Ashe","Lucian","ADC","54.91"
"Singed","Yorick","Top","55.55"
"Singed","Urgot","Top","50"
"Singed","Mordekaiser","Top","50"
"Singed","Galio","Top","60"
"Singed","Nunu","Top","100"
"Singed","Aatrox","Top","47.36"
"Singed","Rumble","Top","60"
"Singed","Cassiopeia","Top","25"
"Singed","Swain","Top","42.85"
"Singed","Heimerdinger","Top","55.55"
"Singed","Olaf","Top","59.45"
"Singed","Illaoi","Top","61.4"
"Singed","Kennen","Top","47.22"
"Singed","Jayce","Top","58.06"
"Singed","Warwick","Top","50"
"Singed","Sion","Top","49.09"
"Singed","Akali","Top","52.77"
"Singed","Teemo","Top","58.82"
"Singed","DrMundo","Top","49.2"
"Singed","Vladimir","Top","61.53"
"Singed","Tryndamere","Top","50.76"
"Singed","Gnar","Top","54.31"
"Singed","Quinn","Top","51.11"
"Singed","TahmKench","Top","56.25"
"Singed","Chogath","Top","49.12"
"Singed","Hecarim","Top","42.85"
"Singed","Fiora","Top","53.84"
"Singed","JarvanIV","Top","39.02"
"Singed","Zac","Top","47.05"
"Singed","Ryze","Top","53.44"
"Singed","MonkeyKing","Top","40.74"
"Singed","Garen","Top","47.1"
"Singed","Kayle","Top","43.28"
"Singed","Pantheon","Top","37.28"
"Singed","Renekton","Top","49.23"
"Singed","Shen","Top","45.87"
"Singed","Rammus","Top","48.38"
"Singed","Nasus","Top","49.44"
"Singed","Rengar","Top","73.33"
"Singed","Volibear","Top","56.36"
"Singed","Gangplank","Top","57.46"
"Singed","Riven","Top","56.71"
"Singed","Lissandra","Top","58.53"
"Singed","Poppy","Top","57.89"
"Singed","Lulu","Top","34.78"
"Singed","Darius","Top","52.7"
"Singed","Jax","Top","54.6"
"Singed","Malphite","Top","51.59"
"Singed","Maokai","Top","52.79"
"Singed","Trundle","Top","47.84"
"Singed","Irelia","Top","50.57"
"Singed","Fizz","Top","54.71"
"Singed","Nautilus","Top","46.34"
"Singed","Yasuo","Top","56.54"
"Singed","Graves","Top","48.8"
"Singed","Ekko","Top","43.62"
"Amumu","Nunu","Jungle","63.26"
"Amumu","Aatrox","Jungle","53.33"
"Amumu","Rumble","Jungle","53.75"
"Amumu","Skarner","Jungle","52.96"
"Amumu","FiddleSticks","Jungle","52.03"
"Amumu","Olaf","Jungle","57.35"
"Amumu","RekSai","Jungle","52.17"
"Amumu","Warwick","Jungle","47.07"
"Amumu","Evelynn","Jungle","53.99"
"Amumu","Sion","Jungle","46.47"
"Amumu","DrMundo","Jungle","46.83"
"Amumu","AurelionSol","Jungle","61.53"
"Amumu","Sejuani","Jungle","53.2"
"Amumu","Tryndamere","Jungle","57.73"
"Amumu","Quinn","Jungle","58.02"
"Amumu","Chogath","Jungle","63.33"
"Amumu","Hecarim","Jungle","52.59"
"Amumu","JarvanIV","Jungle","58.62"
"Amumu","Zac","Jungle","52.85"
"Amumu","Nocturne","Jungle","51.89"
"Amumu","MonkeyKing","Jungle","52.45"
"Amumu","XinZhao","Jungle","52.56"
"Amumu","Kayle","Jungle","45.12"
"Amumu","Udyr","Jungle","55.48"
"Amumu","Pantheon","Jungle","56.25"
"Amumu","Rammus","Jungle","55.6"
"Amumu","Shaco","Jungle","54.18"
"Amumu","Vi","Jungle","54.08"
"Amumu","Shyvana","Jungle","49.34"
"Amumu","Rengar","Jungle","53.66"
"Amumu","Diana","Jungle","49.32"
"Amumu","Volibear","Jungle","46.62"
"Amumu","Elise","Jungle","57.53"
"Amumu","Nidalee","Jungle","49.27"
"Amumu","Poppy","Jungle","61.11"
"Amumu","Jax","Jungle","51.02"
"Amumu","Kindred","Jungle","50.6"
"Amumu","Maokai","Jungle","52.91"
"Amumu","MasterYi","Jungle","51.12"
"Amumu","Trundle","Jungle","41.93"
"Amumu","Khazix","Jungle","53.64"
"Amumu","Fizz","Jungle","53.73"
"Amumu","Gragas","Jungle","52.44"
"Amumu","Graves","Jungle","51.38"
"Amumu","Ekko","Jungle","50.59"
"Amumu","LeeSin","Jungle","56.08"
"Sona","Galio","Support","42.85"
"Sona","Nunu","Support","64.28"
"Sona","FiddleSticks","Support","40.9"
"Sona","Kennen","Support","52.38"
"Sona","Taric","Support","50.66"
"Sona","Zyra","Support","48.46"
"Sona","TahmKench","Support","53.76"
"Sona","Zilean","Support","50.44"
"Sona","Brand","Support","56.09"
"Sona","Velkoz","Support","55.82"
"Sona","Shen","Support","60"
"Sona","Nami","Support","50.85"
"Sona","Annie","Support","50.3"
"Sona","Poppy","Support","59.18"
"Sona","Lulu","Support","60.14"
"Sona","Karma","Support","56.62"
"Sona","Bard","Support","55.08"
"Sona","Leona","Support","49.18"
"Sona","Trundle","Support","47.97"
"Sona","Soraka","Support","47.32"
"Sona","Lux","Support","56.66"
"Sona","Nautilus","Support","53.46"
"Sona","Janna","Support","52.2"
"Sona","Blitzcrank","Support","47.19"
"Sona","Morgana","Support","58.02"
"Sona","Braum","Support","50.22"
"Sona","Alistar","Support","53.22"
"Sona","Thresh","Support","52.43"
"Corki","Urgot","Middle","60"
"Corki","Mordekaiser","Middle","43.75"
"Corki","Galio","Middle","34.09"
"Corki","Karthus","Middle","42.57"
"Corki","Cassiopeia","Middle","45.26"
"Corki","Swain","Middle","48.71"
"Corki","Heimerdinger","Middle","43.63"
"Corki","Ziggs","Middle","49.55"
"Corki","Veigar","Middle","59.01"
"Corki","Kennen","Middle","51.02"
"Corki","Xerath","Middle","45.19"
"Corki","Syndra","Middle","50.58"
"Corki","Jayce","Middle","53.59"
"Corki","Zyra","Middle","62.85"
"Corki","Talon","Middle","45.5"
"Corki","Kassadin","Middle","47"
"Corki","Viktor","Middle","53.31"
"Corki","Akali","Middle","47.72"
"Corki","AurelionSol","Middle","42.85"
"Corki","Vladimir","Middle","45"
"Corki","Varus","Middle","44.23"
"Corki","Anivia","Middle","45.82"
"Corki","Quinn","Middle","36.23"
"Corki","Zilean","Middle","47.65"
"Corki","Chogath","Middle","46.23"
"Corki","Brand","Middle","50.57"
"Corki","Ryze","Middle","43.01"
"Corki","Velkoz","Middle","47.03"
"Corki","Malzahar","Middle","41.26"
"Corki","Kayle","Middle","46.24"
"Corki","Pantheon","Middle","43.07"
"Corki","Katarina","Middle","48.76"
"Corki","Orianna","Middle","47.3"
"Corki","Diana","Middle","50.21"
"Corki","Gangplank","Middle","46.51"
"Corki","Annie","Middle","46.66"
"Corki","Lissandra","Middle","48.74"
"Corki","Lulu","Middle","52.02"
"Corki","Karma","Middle","49.31"
"Corki","TwistedFate","Middle","45.18"
"Corki","Zed","Middle","47.26"
"Corki","Azir","Middle","47.88"
"Corki","Fizz","Middle","46.66"
"Corki","Ahri","Middle","48.98"
"Corki","Leblanc","Middle","50.22"
"Corki","Lux","Middle","48.14"
"Corki","Morgana","Middle","39.92"
"Corki","Yasuo","Middle","47.19"
"Corki","Ekko","Middle","52.17"
"Swain","Yorick","Top","33.33"
"Swain","Urgot","Top","33.33"
"Swain","Mordekaiser","Top","44.44"
"Swain","Galio","Top","100"
"Swain","Nunu","Top","100"
"Swain","Aatrox","Top","33.33"
"Swain","Singed","Top","57.14"
"Swain","Rumble","Top","50"
"Swain","Cassiopeia","Top","60"
"Swain","Heimerdinger","Top","30"
"Swain","Olaf","Top","43.75"
"Swain","Illaoi","Top","75"
"Swain","Kennen","Top","30.76"
"Swain","Jayce","Top","37.5"
"Swain","Warwick","Top","0"
"Swain","Sion","Top","42.3"
"Swain","Akali","Top","36.84"
"Swain","Teemo","Top","61.53"
"Swain","DrMundo","Top","45.45"
"Swain","Vladimir","Top","49.39"
"Swain","Tryndamere","Top","53.12"
"Swain","Gnar","Top","43.58"
"Swain","Quinn","Top","58.33"
"Swain","TahmKench","Top","36.36"
"Swain","Chogath","Top","58.06"
"Swain","Hecarim","Top","50"
"Swain","Fiora","Top","50"
"Swain","JarvanIV","Top","58.33"
"Swain","Zac","Top","66.66"
"Swain","Ryze","Top","33.33"
"Swain","MonkeyKing","Top","57.14"
"Swain","Garen","Top","44.23"
"Swain","Kayle","Top","44.44"
"Swain","Pantheon","Top","55.55"
"Swain","Renekton","Top","56.81"
"Swain","Shen","Top","43.9"
"Swain","Rammus","Top","46.15"
"Swain","Nasus","Top","59.09"
"Swain","Rengar","Top","36.36"
"Swain","Volibear","Top","68.75"
"Swain","Gangplank","Top","37.77"
"Swain","Riven","Top","46.66"
"Swain","Lissandra","Top","48.14"
"Swain","Poppy","Top","41.02"
"Swain","Lulu","Top","42.85"
"Swain","Darius","Top","67.08"
"Swain","Jax","Top","48.07"
"Swain","Malphite","Top","52.85"
"Swain","Maokai","Top","53.62"
"Swain","Trundle","Top","45.45"
"Swain","Irelia","Top","49.38"
"Swain","Fizz","Top","52.63"
"Swain","Nautilus","Top","43.63"
"Swain","Yasuo","Top","40"
"Swain","Graves","Top","38.66"
"Swain","Ekko","Top","34.95"
"Nocturne","Nunu","Jungle","36.73"
"Nocturne","Aatrox","Jungle","48.71"
"Nocturne","Rumble","Jungle","58.92"
"Nocturne","Skarner","Jungle","48.5"
"Nocturne","FiddleSticks","Jungle","48.91"
"Nocturne","Olaf","Jungle","51.28"
"Nocturne","RekSai","Jungle","55.88"
"Nocturne","Warwick","Jungle","51.94"
"Nocturne","Evelynn","Jungle","52.2"
"Nocturne","Sion","Jungle","51.35"
"Nocturne","DrMundo","Jungle","58.33"
"Nocturne","AurelionSol","Jungle","59.7"
"Nocturne","Sejuani","Jungle","48.72"
"Nocturne","Tryndamere","Jungle","47.5"
"Nocturne","Quinn","Jungle","56.25"
"Nocturne","Chogath","Jungle","58.53"
"Nocturne","Hecarim","Jungle","48.28"
"Nocturne","JarvanIV","Jungle","54.43"
"Nocturne","Zac","Jungle","50.51"
"Nocturne","MonkeyKing","Jungle","53.25"
"Nocturne","XinZhao","Jungle","46.5"
"Nocturne","Kayle","Jungle","62.74"
"Nocturne","Udyr","Jungle","51.09"
"Nocturne","Pantheon","Jungle","60.86"
"Nocturne","Rammus","Jungle","45.83"
"Nocturne","Shaco","Jungle","52.34"
"Nocturne","Vi","Jungle","50.71"
"Nocturne","Shyvana","Jungle","44.1"
"Nocturne","Rengar","Jungle","49.76"
"Nocturne","Diana","Jungle","47.96"
"Nocturne","Volibear","Jungle","50"
"Nocturne","Amumu","Jungle","48.1"
"Nocturne","Elise","Jungle","49.06"
"Nocturne","Nidalee","Jungle","50.63"
"Nocturne","Poppy","Jungle","56.41"
"Nocturne","Jax","Jungle","45.01"
"Nocturne","Kindred","Jungle","45.81"
"Nocturne","Maokai","Jungle","58.87"
"Nocturne","MasterYi","Jungle","46.85"
"Nocturne","Trundle","Jungle","37.75"
"Nocturne","Khazix","Jungle","52.46"
"Nocturne","Fizz","Jungle","53.75"
"Nocturne","Gragas","Jungle","50.08"
"Nocturne","Graves","Jungle","48.37"
"Nocturne","Ekko","Jungle","45.93"
"Nocturne","LeeSin","Jungle","55.11"
"Orianna","Urgot","Middle","57.14"
"Orianna","Mordekaiser","Middle","52.94"
"Orianna","Galio","Middle","43.47"
"Orianna","Karthus","Middle","54.38"
"Orianna","Cassiopeia","Middle","46.21"
"Orianna","Swain","Middle","54.47"
"Orianna","Heimerdinger","Middle","64.04"
"Orianna","Ziggs","Middle","47.56"
"Orianna","Veigar","Middle","53"
"Orianna","Kennen","Middle","40.24"
"Orianna","Xerath","Middle","42.91"
"Orianna","Syndra","Middle","51.39"
"Orianna","Jayce","Middle","48.71"
"Orianna","Zyra","Middle","54.41"
"Orianna","Talon","Middle","45.55"
"Orianna","Kassadin","Middle","49.83"
"Orianna","Viktor","Middle","54.19"
"Orianna","Akali","Middle","54.3"
"Orianna","AurelionSol","Middle","42.47"
"Orianna","Vladimir","Middle","44.44"
"Orianna","Varus","Middle","46.12"
"Orianna","Anivia","Middle","43.32"
"Orianna","Quinn","Middle","47.94"
"Orianna","Zilean","Middle","45.69"
"Orianna","Chogath","Middle","42.95"
"Orianna","Brand","Middle","55.2"
"Orianna","Ryze","Middle","48.46"
"Orianna","Velkoz","Middle","46.7"
"Orianna","Malzahar","Middle","44.38"
"Orianna","Kayle","Middle","48.86"
"Orianna","Pantheon","Middle","50.79"
"Orianna","Katarina","Middle","45.89"
"Orianna","Diana","Middle","47.62"
"Orianna","Gangplank","Middle","43.91"
"Orianna","Annie","Middle","42.96"
"Orianna","Lissandra","Middle","46.49"
"Orianna","Lulu","Middle","46.29"
"Orianna","Karma","Middle","47.89"
"Orianna","Corki","Middle","52.69"
"Orianna","TwistedFate","Middle","43.92"
"Orianna","Zed","Middle","47.68"
"Orianna","Azir","Middle","47.86"
"Orianna","Fizz","Middle","46.06"
"Orianna","Ahri","Middle","45.4"
"Orianna","Leblanc","Middle","49.41"
"Orianna","Lux","Middle","48.62"
"Orianna","Morgana","Middle","44.62"
"Orianna","Yasuo","Middle","45.18"
"Orianna","Ekko","Middle","47.85"
"Rumble","Yorick","Top","66.66"
"Rumble","Urgot","Top","0"
"Rumble","Mordekaiser","Top","33.33"
"Rumble","Galio","Top","0"
"Rumble","Nunu","Top","66.66"
"Rumble","Aatrox","Top","40"
"Rumble","Singed","Top","40"
"Rumble","Cassiopeia","Top","66.66"
"Rumble","Swain","Top","50"
"Rumble","Heimerdinger","Top","60"
"Rumble","Olaf","Top","20.83"
"Rumble","Illaoi","Top","36.66"
"Rumble","Kennen","Top","35.29"
"Rumble","Jayce","Top","33.33"
"Rumble","Warwick","Top","75"
"Rumble","Sion","Top","30"
"Rumble","Akali","Top","45.83"
"Rumble","Teemo","Top","43.13"
"Rumble","DrMundo","Top","42.85"
"Rumble","Vladimir","Top","46.34"
"Rumble","Tryndamere","Top","38.29"
"Rumble","Gnar","Top","51.06"
"Rumble","Quinn","Top","50"
"Rumble","TahmKench","Top","34.61"
"Rumble","Chogath","Top","50"
"Rumble","Hecarim","Top","50"
"Rumble","Fiora","Top","50"
"Rumble","JarvanIV","Top","31.81"
"Rumble","Zac","Top","36.36"
"Rumble","Ryze","Top","44.68"
"Rumble","MonkeyKing","Top","46.66"
"Rumble","Garen","Top","43.07"
"Rumble","Kayle","Top","58.62"
"Rumble","Pantheon","Top","45.09"
"Rumble","Renekton","Top","49.23"
"Rumble","Shen","Top","39.39"
"Rumble","Rammus","Top","55.55"
"Rumble","Nasus","Top","49.43"
"Rumble","Rengar","Top","48"
"Rumble","Volibear","Top","57.14"
"Rumble","Gangplank","Top","43.28"
"Rumble","Riven","Top","38.67"
"Rumble","Lissandra","Top","41.66"
"Rumble","Poppy","Top","40.19"
"Rumble","Lulu","Top","61.53"
"Rumble","Darius","Top","39.55"
"Rumble","Jax","Top","41.07"
"Rumble","Malphite","Top","39.88"
"Rumble","Maokai","Top","36.95"
"Rumble","Trundle","Top","42.85"
"Rumble","Irelia","Top","47.76"
"Rumble","Fizz","Top","50"
"Rumble","Nautilus","Top","38.35"
"Rumble","Yasuo","Top","47.42"
"Rumble","Graves","Top","35.45"
"Rumble","Ekko","Top","29.77"
"Nidalee","Nunu","Jungle","53.77"
"Nidalee","Aatrox","Jungle","50"
"Nidalee","Rumble","Jungle","56.09"
"Nidalee","Skarner","Jungle","41.05"
"Nidalee","FiddleSticks","Jungle","50.92"
"Nidalee","Olaf","Jungle","58.33"
"Nidalee","RekSai","Jungle","55.91"
"Nidalee","Warwick","Jungle","47.23"
"Nidalee","Evelynn","Jungle","51.59"
"Nidalee","Sion","Jungle","56.25"
"Nidalee","DrMundo","Jungle","52.85"
"Nidalee","AurelionSol","Jungle","66.34"
"Nidalee","Sejuani","Jungle","51.62"
"Nidalee","Tryndamere","Jungle","49.29"
"Nidalee","Quinn","Jungle","51.51"
"Nidalee","Chogath","Jungle","46.66"
"Nidalee","Hecarim","Jungle","50.46"
"Nidalee","JarvanIV","Jungle","47.7"
"Nidalee","Zac","Jungle","53.96"
"Nidalee","Nocturne","Jungle","49.36"
"Nidalee","MonkeyKing","Jungle","46.47"
"Nidalee","XinZhao","Jungle","50.27"
"Nidalee","Kayle","Jungle","57.79"
"Nidalee","Udyr","Jungle","48.83"
"Nidalee","Pantheon","Jungle","54.39"
"Nidalee","Rammus","Jungle","50.62"
"Nidalee","Shaco","Jungle","47.23"
"Nidalee","Vi","Jungle","50.85"
"Nidalee","Shyvana","Jungle","47.21"
"Nidalee","Rengar","Jungle","48.14"
"Nidalee","Diana","Jungle","53.71"
"Nidalee","Volibear","Jungle","44.83"
"Nidalee","Amumu","Jungle","50.72"
"Nidalee","Elise","Jungle","53.39"
"Nidalee","Poppy","Jungle","52.14"
"Nidalee","Jax","Jungle","47.63"
"Nidalee","Kindred","Jungle","51.64"
"Nidalee","Maokai","Jungle","51.42"
"Nidalee","MasterYi","Jungle","49.66"
"Nidalee","Trundle","Jungle","52.4"
"Nidalee","Khazix","Jungle","50.59"
"Nidalee","Fizz","Jungle","51.81"
"Nidalee","Gragas","Jungle","52.79"
"Nidalee","Graves","Jungle","53.65"
"Nidalee","Ekko","Jungle","45.4"
"Nidalee","LeeSin","Jungle","54.78"
"Ezreal","Urgot","ADC","64.22"
"Ezreal","Varus","ADC","53.12"
"Ezreal","Quinn","ADC","52.26"
"Ezreal","MissFortune","ADC","50.5"
"Ezreal","Twitch","ADC","49.42"
"Ezreal","Kalista","ADC","53.23"
"Ezreal","Ashe","ADC","47.58"
"Ezreal","Draven","ADC","52.52"
"Ezreal","KogMaw","ADC","43.99"
"Ezreal","Tristana","ADC","52.32"
"Ezreal","Corki","ADC","53.96"
"Ezreal","Jinx","ADC","50.56"
"Ezreal","Sivir","ADC","47.41"
"Ezreal","Caitlyn","ADC","51.79"
"Ezreal","Graves","ADC","49.24"
"Ezreal","Jhin","ADC","48.95"
"Ezreal","Vayne","ADC","50.48"
"Ezreal","Lucian","ADC","52.09"
"Garen","Yorick","Top","50.79"
"Garen","Urgot","Top","50"
"Garen","Mordekaiser","Top","52.83"
"Garen","Galio","Top","53.33"
"Garen","Nunu","Top","57.14"
"Garen","Aatrox","Top","52.56"
"Garen","Singed","Top","52.89"
"Garen","Rumble","Top","56.92"
"Garen","Cassiopeia","Top","53.84"
"Garen","Swain","Top","55.76"
"Garen","Heimerdinger","Top","53.33"
"Garen","Olaf","Top","50.27"
"Garen","Illaoi","Top","58.06"
"Garen","Kennen","Top","43.69"
"Garen","Jayce","Top","53.9"
"Garen","Warwick","Top","64.7"
"Garen","Sion","Top","47.67"
"Garen","Akali","Top","55.26"
"Garen","Teemo","Top","48.54"
"Garen","DrMundo","Top","54.11"
"Garen","Vladimir","Top","49.21"
"Garen","Tryndamere","Top","48.66"
"Garen","Gnar","Top","48.73"
"Garen","Quinn","Top","51.12"
"Garen","TahmKench","Top","53.89"
"Garen","Chogath","Top","54.1"
"Garen","Hecarim","Top","62.26"
"Garen","Fiora","Top","56.55"
"Garen","JarvanIV","Top","42.85"
"Garen","Zac","Top","56.16"
"Garen","Ryze","Top","52.6"
"Garen","MonkeyKing","Top","55.91"
"Garen","Kayle","Top","41.22"
"Garen","Pantheon","Top","50.95"
"Garen","Renekton","Top","56.71"
"Garen","Shen","Top","52.03"
"Garen","Rammus","Top","53.75"
"Garen","Nasus","Top","53.02"
"Garen","Rengar","Top","52.06"
"Garen","Volibear","Top","48.16"
"Garen","Gangplank","Top","51.08"
"Garen","Riven","Top","55.64"
"Garen","Lissandra","Top","54.77"
"Garen","Poppy","Top","54.57"
"Garen","Lulu","Top","43.58"
"Garen","Darius","Top","48.75"
"Garen","Jax","Top","52.83"
"Garen","Malphite","Top","47.98"
"Garen","Maokai","Top","53.73"
"Garen","Trundle","Top","46.96"
"Garen","Irelia","Top","54.57"
"Garen","Fizz","Top","50.9"
"Garen","Nautilus","Top","50.72"
"Garen","Yasuo","Top","52.9"
"Garen","Graves","Top","45.46"
"Garen","Ekko","Top","44.17"
"KogMaw","Urgot","ADC","41.17"
"KogMaw","Varus","ADC","46.27"
"KogMaw","Quinn","ADC","54.54"
"KogMaw","MissFortune","ADC","56.53"
"KogMaw","Twitch","ADC","54.79"
"KogMaw","Kalista","ADC","59.34"
"KogMaw","Ashe","ADC","54.8"
"KogMaw","Draven","ADC","59.44"
"KogMaw","Tristana","ADC","60.06"
"KogMaw","Corki","ADC","60.27"
"KogMaw","Jinx","ADC","53.35"
"KogMaw","Sivir","ADC","53.8"
"KogMaw","Caitlyn","ADC","56.54"
"KogMaw","Graves","ADC","51.08"
"KogMaw","Jhin","ADC","52.58"
"KogMaw","Vayne","ADC","57.86"
"KogMaw","Ezreal","ADC","56"
"KogMaw","Lucian","ADC","56.42"
"Ahri","Urgot","Middle","43.75"
"Ahri","Mordekaiser","Middle","57.89"
"Ahri","Galio","Middle","47.74"
"Ahri","Karthus","Middle","56.72"
"Ahri","Cassiopeia","Middle","51.96"
"Ahri","Swain","Middle","48.13"
"Ahri","Heimerdinger","Middle","42.45"
"Ahri","Ziggs","Middle","56.55"
"Ahri","Veigar","Middle","53.84"
"Ahri","Kennen","Middle","52.73"
"Ahri","Xerath","Middle","56.24"
"Ahri","Syndra","Middle","52.27"
"Ahri","Jayce","Middle","48.19"
"Ahri","Zyra","Middle","49.57"
"Ahri","Talon","Middle","47.44"
"Ahri","Kassadin","Middle","53.25"
"Ahri","Viktor","Middle","54.83"
"Ahri","Akali","Middle","52.92"
"Ahri","AurelionSol","Middle","50.32"
"Ahri","Vladimir","Middle","47.87"
"Ahri","Varus","Middle","55.49"
"Ahri","Anivia","Middle","50.48"
"Ahri","Quinn","Middle","46.4"
"Ahri","Zilean","Middle","46.29"
"Ahri","Chogath","Middle","49.57"
"Ahri","Brand","Middle","53.24"
"Ahri","Ryze","Middle","53.44"
"Ahri","Velkoz","Middle","50.06"
"Ahri","Malzahar","Middle","49.1"
"Ahri","Kayle","Middle","53.51"
"Ahri","Pantheon","Middle","48.75"
"Ahri","Katarina","Middle","49.3"
"Ahri","Orianna","Middle","54.59"
"Ahri","Diana","Middle","52.09"
"Ahri","Gangplank","Middle","54.91"
"Ahri","Annie","Middle","49.43"
"Ahri","Lissandra","Middle","53.98"
"Ahri","Lulu","Middle","52.96"
"Ahri","Karma","Middle","49.69"
"Ahri","Corki","Middle","51.01"
"Ahri","TwistedFate","Middle","50.39"
"Ahri","Zed","Middle","50.77"
"Ahri","Azir","Middle","52.96"
"Ahri","Fizz","Middle","49.68"
"Ahri","Leblanc","Middle","52.72"
"Ahri","Lux","Middle","52.51"
"Ahri","Morgana","Middle","47.95"
"Ahri","Yasuo","Middle","48.51"
"Ahri","Ekko","Middle","51.74"
"Varus","Urgot","ADC","50"
"Varus","Quinn","ADC","59.25"
"Varus","MissFortune","ADC","50.28"
"Varus","Twitch","ADC","47.93"
"Varus","Kalista","ADC","55.17"
"Varus","Ashe","ADC","51.04"
"Varus","Draven","ADC","50.96"
"Varus","KogMaw","ADC","53.72"
"Varus","Tristana","ADC","49.18"
"Varus","Corki","ADC","59.06"
"Varus","Jinx","ADC","48.2"
"Varus","Sivir","ADC","45.9"
"Varus","Caitlyn","ADC","53.5"
"Varus","Graves","ADC","48.88"
"Varus","Jhin","ADC","46.85"
"Varus","Vayne","ADC","54.55"
"Varus","Ezreal","ADC","46.87"
"Varus","Lucian","ADC","50.36"
"Ziggs","Urgot","Middle","50"
"Ziggs","Mordekaiser","Middle","0"
"Ziggs","Galio","Middle","62.5"
"Ziggs","Karthus","Middle","39.13"
"Ziggs","Cassiopeia","Middle","43.33"
"Ziggs","Swain","Middle","45.71"
"Ziggs","Heimerdinger","Middle","39.13"
"Ziggs","Veigar","Middle","47.22"
"Ziggs","Kennen","Middle","83.33"
"Ziggs","Xerath","Middle","52.12"
"Ziggs","Syndra","Middle","57.73"
"Ziggs","Jayce","Middle","52.94"
"Ziggs","Zyra","Middle","50"
"Ziggs","Talon","Middle","41.37"
"Ziggs","Kassadin","Middle","51.47"
"Ziggs","Viktor","Middle","58.4"
"Ziggs","Akali","Middle","55.55"
"Ziggs","AurelionSol","Middle","53.94"
"Ziggs","Vladimir","Middle","53.84"
"Ziggs","Varus","Middle","41.66"
"Ziggs","Anivia","Middle","45.57"
"Ziggs","Quinn","Middle","31.57"
"Ziggs","Zilean","Middle","38.63"
"Ziggs","Chogath","Middle","46.8"
"Ziggs","Brand","Middle","42.57"
"Ziggs","Ryze","Middle","44.89"
"Ziggs","Velkoz","Middle","47.56"
"Ziggs","Malzahar","Middle","50.56"
"Ziggs","Kayle","Middle","51.66"
"Ziggs","Pantheon","Middle","40"
"Ziggs","Katarina","Middle","40.82"
"Ziggs","Orianna","Middle","52.43"
"Ziggs","Diana","Middle","48.18"
"Ziggs","Gangplank","Middle","48.38"
"Ziggs","Annie","Middle","47.61"
"Ziggs","Lissandra","Middle","50.26"
"Ziggs","Lulu","Middle","57.89"
"Ziggs","Karma","Middle","50.46"
"Ziggs","Corki","Middle","50.44"
"Ziggs","TwistedFate","Middle","46.75"
"Ziggs","Zed","Middle","48.57"
"Ziggs","Azir","Middle","53.17"
"Ziggs","Fizz","Middle","45.72"
"Ziggs","Ahri","Middle","43.44"
"Ziggs","Leblanc","Middle","44.05"
"Ziggs","Lux","Middle","54.05"
"Ziggs","Morgana","Middle","48.91"
"Ziggs","Yasuo","Middle","44.76"
"Ziggs","Ekko","Middle","50.49"
"Darius","Yorick","Top","62.93"
"Darius","Urgot","Top","58.82"
"Darius","Mordekaiser","Top","53.65"
"Darius","Galio","Top","45"
"Darius","Nunu","Top","54.54"
"Darius","Aatrox","Top","54.81"
"Darius","Singed","Top","47.29"
"Darius","Rumble","Top","60.44"
"Darius","Cassiopeia","Top","42.85"
"Darius","Swain","Top","32.91"
"Darius","Heimerdinger","Top","46.4"
"Darius","Olaf","Top","50.62"
"Darius","Illaoi","Top","52.65"
"Darius","Kennen","Top","55.59"
"Darius","Jayce","Top","45.38"
"Darius","Warwick","Top","66.66"
"Darius","Sion","Top","47.82"
"Darius","Akali","Top","55.06"
"Darius","Teemo","Top","52.56"
"Darius","DrMundo","Top","51.17"
"Darius","Vladimir","Top","60.09"
"Darius","Tryndamere","Top","48.78"
"Darius","Gnar","Top","48.56"
"Darius","Quinn","Top","40.23"
"Darius","TahmKench","Top","48.97"
"Darius","Chogath","Top","53.02"
"Darius","Hecarim","Top","52.04"
"Darius","Fiora","Top","54.07"
"Darius","JarvanIV","Top","50.7"
"Darius","Zac","Top","54.68"
"Darius","Ryze","Top","50.32"
"Darius","MonkeyKing","Top","44.7"
"Darius","Garen","Top","51.24"
"Darius","Kayle","Top","43.65"
"Darius","Pantheon","Top","46.88"
"Darius","Renekton","Top","52.69"
"Darius","Shen","Top","52.23"
"Darius","Rammus","Top","52.4"
"Darius","Nasus","Top","53.4"
"Darius","Rengar","Top","55"
"Darius","Volibear","Top","49.11"
"Darius","Gangplank","Top","48.3"
"Darius","Riven","Top","46.8"
"Darius","Lissandra","Top","53.29"
"Darius","Poppy","Top","57.41"
"Darius","Lulu","Top","51.52"
