"Name","Opponent","role","winrate"
"Katarina","Ekko","Middle","54"
"Elise","Nunu","Jungle","46.61"
"Elise","Aatrox","Jungle","52.83"
"Elise","Rumble","Jungle","50.41"
"Elise","Skarner","Jungle","39.77"
"Elise","FiddleSticks","Jungle","51.7"
"Elise","Olaf","Jungle","54.34"
"Elise","RekSai","Jungle","48.06"
"Elise","Warwick","Jungle","46.97"
"Elise","Evelynn","Jungle","47.85"
"Elise","Sion","Jungle","42.85"
"Elise","DrMundo","Jungle","52.77"
"Elise","AurelionSol","Jungle","56.55"
"Elise","Sejuani","Jungle","46.18"
"Elise","Tryndamere","Jungle","50.79"
"Elise","Quinn","Jungle","52.88"
"Elise","Chogath","Jungle","57.4"
"Elise","Hecarim","Jungle","46.29"
"Elise","JarvanIV","Jungle","51.02"
"Elise","Zac","Jungle","47.44"
"Elise","Nocturne","Jungle","50.93"
"Elise","MonkeyKing","Jungle","45.65"
"Elise","XinZhao","Jungle","47.66"
"Elise","Kayle","Jungle","58.82"
"Elise","Udyr","Jungle","51.93"
"Elise","Pantheon","Jungle","53.46"
"Elise","Rammus","Jungle","47.01"
"Elise","Shaco","Jungle","45.95"
"Elise","Vi","Jungle","45.42"
"Elise","Shyvana","Jungle","45.88"
"Elise","Rengar","Jungle","49.3"
"Elise","Diana","Jungle","47.81"
"Elise","Volibear","Jungle","42.53"
"Elise","Amumu","Jungle","42.46"
"Elise","Nidalee","Jungle","46.6"
"Elise","Poppy","Jungle","60.46"
"Elise","Jax","Jungle","44.63"
"Elise","Kindred","Jungle","45.51"
"Elise","Maokai","Jungle","46.9"
"Elise","MasterYi","Jungle","48.38"
"Elise","Trundle","Jungle","49.7"
"Elise","Khazix","Jungle","49.48"
"Elise","Fizz","Jungle","48.32"
"Elise","Gragas","Jungle","46.24"
"Elise","Graves","Jungle","45.24"
"Elise","Ekko","Jungle","42.52"
"Elise","LeeSin","Jungle","51.84"
"Vayne","Urgot","ADC","51.35"
"Vayne","Varus","ADC","45.44"
"Vayne","Quinn","ADC","49.47"
"Vayne","MissFortune","ADC","46.95"
"Vayne","Twitch","ADC","46.59"
"Vayne","Kalista","ADC","53.82"
"Vayne","Ashe","ADC","44.57"
"Vayne","Draven","ADC","51.21"
"Vayne","KogMaw","ADC","42.13"
"Vayne","Tristana","ADC","50.92"
"Vayne","Corki","ADC","54.83"
"Vayne","Jinx","ADC","46.94"
"Vayne","Sivir","ADC","47.68"
"Vayne","Caitlyn","ADC","50.14"
"Vayne","Graves","ADC","47.33"
"Vayne","Jhin","ADC","49.16"
"Vayne","Ezreal","ADC","49.51"
"Vayne","Lucian","ADC","50.02"
"Nasus","Yorick","Top","52.7"
"Nasus","Urgot","Top","44.82"
"Nasus","Mordekaiser","Top","56.36"
"Nasus","Galio","Top","57.14"
"Nasus","Nunu","Top","62.5"
"Nasus","Aatrox","Top","45.55"
"Nasus","Singed","Top","50.55"
"Nasus","Rumble","Top","50.56"
"Nasus","Cassiopeia","Top","53.57"
"Nasus","Swain","Top","40.9"
"Nasus","Heimerdinger","Top","48.35"
"Nasus","Olaf","Top","51.41"
"Nasus","Illaoi","Top","52.45"
"Nasus","Kennen","Top","51.56"
"Nasus","Jayce","Top","53.28"
"Nasus","Warwick","Top","51.92"
"Nasus","Sion","Top","43.69"
"Nasus","Akali","Top","46.92"
"Nasus","Teemo","Top","51.44"
"Nasus","DrMundo","Top","48.9"
"Nasus","Vladimir","Top","55.08"
"Nasus","Tryndamere","Top","48.41"
"Nasus","Gnar","Top","54.54"
"Nasus","Quinn","Top","50.69"
"Nasus","TahmKench","Top","56.75"
"Nasus","Chogath","Top","56.36"
"Nasus","Hecarim","Top","54.07"
"Nasus","Fiora","Top","54.3"
"Nasus","JarvanIV","Top","50.61"
"Nasus","Zac","Top","52.43"
"Nasus","Ryze","Top","52.94"
"Nasus","MonkeyKing","Top","52.77"
"Nasus","Garen","Top","46.97"
"Nasus","Kayle","Top","43.54"
"Nasus","Pantheon","Top","48.15"
"Nasus","Renekton","Top","47.46"
"Nasus","Shen","Top","50.42"
"Nasus","Rammus","Top","47.55"
"Nasus","Rengar","Top","48.53"
"Nasus","Volibear","Top","49.04"
"Nasus","Gangplank","Top","51.8"
"Nasus","Riven","Top","53.64"
"Nasus","Lissandra","Top","47.93"
"Nasus","Poppy","Top","52.12"
"Nasus","Lulu","Top","48.51"
"Nasus","Darius","Top","46.59"
"Nasus","Jax","Top","48.48"
"Nasus","Malphite","Top","51.08"
"Nasus","Maokai","Top","50"
"Nasus","Trundle","Top","47.7"
"Nasus","Irelia","Top","50.63"
"Nasus","Fizz","Top","43.26"
"Nasus","Nautilus","Top","47.35"
"Nasus","Yasuo","Top","51.14"
"Nasus","Graves","Top","47.2"
"Nasus","Ekko","Top","43.32"
"Pantheon","Nunu","Jungle","60"
"Pantheon","Aatrox","Jungle","30.76"
"Pantheon","Rumble","Jungle","47.82"
"Pantheon","Skarner","Jungle","30.95"
"Pantheon","FiddleSticks","Jungle","44.44"
"Pantheon","Olaf","Jungle","23.07"
"Pantheon","RekSai","Jungle","46.15"
"Pantheon","Warwick","Jungle","50.74"
"Pantheon","Evelynn","Jungle","47.87"
"Pantheon","Sion","Jungle","28.57"
"Pantheon","DrMundo","Jungle","76.92"
"Pantheon","AurelionSol","Jungle","48.14"
"Pantheon","Sejuani","Jungle","39.7"
"Pantheon","Tryndamere","Jungle","78.57"
"Pantheon","Quinn","Jungle","36"
"Pantheon","Chogath","Jungle","64.7"
"Pantheon","Hecarim","Jungle","37.7"
"Pantheon","JarvanIV","Jungle","52.87"
"Pantheon","Zac","Jungle","40.74"
"Pantheon","Nocturne","Jungle","39.13"
"Pantheon","MonkeyKing","Jungle","45.16"
"Pantheon","XinZhao","Jungle","52.89"
"Pantheon","Kayle","Jungle","42.85"
"Pantheon","Udyr","Jungle","42.15"
"Pantheon","Rammus","Jungle","41.02"
"Pantheon","Shaco","Jungle","37.5"
"Pantheon","Vi","Jungle","49.33"
"Pantheon","Shyvana","Jungle","41.97"
"Pantheon","Rengar","Jungle","56.2"
"Pantheon","Diana","Jungle","47.27"
"Pantheon","Volibear","Jungle","47.82"
"Pantheon","Amumu","Jungle","43.75"
"Pantheon","Elise","Jungle","46.53"
"Pantheon","Nidalee","Jungle","45.6"
"Pantheon","Poppy","Jungle","61.9"
"Pantheon","Jax","Jungle","50.75"
"Pantheon","Kindred","Jungle","45.7"
"Pantheon","Maokai","Jungle","54.54"
"Pantheon","MasterYi","Jungle","44.18"
"Pantheon","Trundle","Jungle","51.16"
"Pantheon","Khazix","Jungle","48.84"
"Pantheon","Fizz","Jungle","35.18"
"Pantheon","Gragas","Jungle","46.26"
"Pantheon","Graves","Jungle","48.67"
"Pantheon","Ekko","Jungle","39.65"
"Pantheon","LeeSin","Jungle","51.67"
"Kennen","Galio","Support","0"
"Kennen","Nunu","Support","100"
"Kennen","FiddleSticks","Support","66.66"
"Kennen","Taric","Support","42.85"
"Kennen","Zyra","Support","18.18"
"Kennen","TahmKench","Support","52.94"
"Kennen","Zilean","Support","56.25"
"Kennen","Brand","Support","50"
"Kennen","Sona","Support","47.61"
"Kennen","Velkoz","Support","31.25"
"Kennen","Shen","Support","75"
"Kennen","Nami","Support","19.23"
"Kennen","Annie","Support","33.33"
"Kennen","Poppy","Support","83.33"
"Kennen","Lulu","Support","61.9"
"Kennen","Karma","Support","37.03"
"Kennen","Bard","Support","53.62"
"Kennen","Leona","Support","51.21"
"Kennen","Trundle","Support","57.69"
"Kennen","Soraka","Support","40.59"
"Kennen","Lux","Support","38.88"
"Kennen","Nautilus","Support","22.58"
"Kennen","Janna","Support","47.19"
"Kennen","Blitzcrank","Support","31.95"
"Kennen","Morgana","Support","44.44"
"Kennen","Braum","Support","51.11"
"Kennen","Alistar","Support","49.29"
"Kennen","Thresh","Support","46.89"
"Riven","Yorick","Top","50"
"Riven","Urgot","Top","51.51"
"Riven","Mordekaiser","Top","46.8"
"Riven","Galio","Top","71.42"
"Riven","Nunu","Top","94.11"
"Riven","Aatrox","Top","46.22"
"Riven","Singed","Top","43.28"
"Riven","Rumble","Top","61.32"
"Riven","Cassiopeia","Top","55"
"Riven","Swain","Top","53.33"
"Riven","Heimerdinger","Top","50.92"
"Riven","Olaf","Top","52.7"
"Riven","Illaoi","Top","57.65"
"Riven","Kennen","Top","49.06"
"Riven","Jayce","Top","48.96"
"Riven","Warwick","Top","62.5"
"Riven","Sion","Top","43.84"
"Riven","Akali","Top","47.45"
"Riven","Teemo","Top","50.2"
"Riven","DrMundo","Top","47.86"
"Riven","Vladimir","Top","57.92"
"Riven","Tryndamere","Top","44.41"
"Riven","Gnar","Top","48.74"
"Riven","Quinn","Top","46.94"
"Riven","TahmKench","Top","54.01"
"Riven","Chogath","Top","46.96"
"Riven","Hecarim","Top","43.9"
"Riven","Fiora","Top","47.38"
"Riven","JarvanIV","Top","47.45"
"Riven","Zac","Top","53.53"
"Riven","Ryze","Top","48.64"
"Riven","MonkeyKing","Top","50"
"Riven","Garen","Top","44.35"
"Riven","Kayle","Top","44"
"Riven","Pantheon","Top","47.53"
"Riven","Renekton","Top","46.5"
"Riven","Shen","Top","49.71"
"Riven","Rammus","Top","41.9"
"Riven","Nasus","Top","46.35"
"Riven","Rengar","Top","46.52"
"Riven","Volibear","Top","43.79"
"Riven","Gangplank","Top","54.42"
"Riven","Lissandra","Top","48.42"
"Riven","Poppy","Top","43.57"
"Riven","Lulu","Top","50.73"
"Riven","Darius","Top","53.2"
"Riven","Jax","Top","50"
"Riven","Malphite","Top","47.33"
"Riven","Maokai","Top","47.16"
"Riven","Trundle","Top","49.09"
"Riven","Irelia","Top","45.75"
"Riven","Fizz","Top","52.94"
"Riven","Nautilus","Top","47.3"
"Riven","Yasuo","Top","49.82"
"Riven","Graves","Top","47.93"
"Riven","Ekko","Top","41.78"
"Shyvana","Nunu","Jungle","53.24"
"Shyvana","Aatrox","Jungle","44.82"
"Shyvana","Rumble","Jungle","54.54"
"Shyvana","Skarner","Jungle","50.69"
"Shyvana","FiddleSticks","Jungle","49.5"
"Shyvana","Olaf","Jungle","56.66"
"Shyvana","RekSai","Jungle","48.89"
"Shyvana","Warwick","Jungle","42.85"
"Shyvana","Evelynn","Jungle","51.34"
"Shyvana","Sion","Jungle","51.02"
"Shyvana","DrMundo","Jungle","57.14"
"Shyvana","AurelionSol","Jungle","61.11"
"Shyvana","Sejuani","Jungle","51.35"
"Shyvana","Tryndamere","Jungle","53.65"
"Shyvana","Quinn","Jungle","61.03"
"Shyvana","Chogath","Jungle","50.72"
"Shyvana","Hecarim","Jungle","50.64"
"Shyvana","JarvanIV","Jungle","48.18"
"Shyvana","Zac","Jungle","56.76"
"Shyvana","Nocturne","Jungle","55.89"
"Shyvana","MonkeyKing","Jungle","48.63"
"Shyvana","XinZhao","Jungle","48.3"
"Shyvana","Kayle","Jungle","44.23"
"Shyvana","Udyr","Jungle","53.62"
"Shyvana","Pantheon","Jungle","58.02"
"Shyvana","Rammus","Jungle","48.81"
"Shyvana","Shaco","Jungle","52.7"
"Shyvana","Vi","Jungle","53.62"
"Shyvana","Rengar","Jungle","54.19"
"Shyvana","Diana","Jungle","51.19"
"Shyvana","Volibear","Jungle","48.7"
"Shyvana","Amumu","Jungle","50.65"
"Shyvana","Elise","Jungle","54.11"
"Shyvana","Nidalee","Jungle","52.78"
"Shyvana","Poppy","Jungle","61.19"
"Shyvana","Jax","Jungle","48.26"
"Shyvana","Kindred","Jungle","49.55"
"Shyvana","Maokai","Jungle","50.7"
"Shyvana","MasterYi","Jungle","50.11"
"Shyvana","Trundle","Jungle","47.05"
"Shyvana","Khazix","Jungle","52.25"
"Shyvana","Fizz","Jungle","55.17"
"Shyvana","Gragas","Jungle","52.94"
"Shyvana","Graves","Jungle","51.59"
"Shyvana","Ekko","Jungle","48"
"Shyvana","LeeSin","Jungle","56.24"
"Rengar","Yorick","Top","57.14"
"Rengar","Urgot","Top","27.27"
"Rengar","Mordekaiser","Top","55.55"
"Rengar","Aatrox","Top","62.5"
"Rengar","Singed","Top","26.66"
"Rengar","Rumble","Top","52"
"Rengar","Cassiopeia","Top","45.45"
"Rengar","Swain","Top","63.63"
"Rengar","Heimerdinger","Top","63.15"
"Rengar","Olaf","Top","53.48"
"Rengar","Illaoi","Top","60.37"
"Rengar","Kennen","Top","39.58"
"Rengar","Jayce","Top","51.11"
"Rengar","Warwick","Top","85.71"
"Rengar","Sion","Top","40"
"Rengar","Akali","Top","53.65"
"Rengar","Teemo","Top","44.61"
"Rengar","DrMundo","Top","51.94"
"Rengar","Vladimir","Top","47.22"
"Rengar","Tryndamere","Top","47.61"
"Rengar","Gnar","Top","52.45"
"Rengar","Quinn","Top","55.07"
"Rengar","TahmKench","Top","60.41"
"Rengar","Chogath","Top","55.76"
"Rengar","Hecarim","Top","55.31"
"Rengar","Fiora","Top","53.07"
"Rengar","JarvanIV","Top","42.22"
"Rengar","Zac","Top","45.83"
"Rengar","Ryze","Top","62.39"
"Rengar","MonkeyKing","Top","58.9"
"Rengar","Garen","Top","47.93"
"Rengar","Kayle","Top","45.9"
"Rengar","Pantheon","Top","40.42"
"Rengar","Renekton","Top","50.75"
"Rengar","Shen","Top","53.67"
"Rengar","Rammus","Top","36.26"
"Rengar","Nasus","Top","51.46"
"Rengar","Volibear","Top","35"
"Rengar","Gangplank","Top","46.73"
"Rengar","Riven","Top","53.47"
"Rengar","Lissandra","Top","59.42"
"Rengar","Poppy","Top","50.25"
"Rengar","Lulu","Top","56.09"
"Rengar","Darius","Top","45"
"Rengar","Jax","Top","54.19"
"Rengar","Malphite","Top","44.33"
"Rengar","Maokai","Top","44.14"
"Rengar","Trundle","Top","43.65"
"Rengar","Irelia","Top","52.32"
"Rengar","Fizz","Top","44.61"
"Rengar","Nautilus","Top","46.57"
"Rengar","Yasuo","Top","53.93"
"Rengar","Graves","Top","48.57"
"Rengar","Ekko","Top","41.57"
"Fiora","Yorick","Top","56"
"Fiora","Urgot","Top","47.61"
"Fiora","Mordekaiser","Top","44.73"
"Fiora","Galio","Top","50"
"Fiora","Nunu","Top","41.66"
"Fiora","Aatrox","Top","49.15"
"Fiora","Singed","Top","46.15"
"Fiora","Rumble","Top","50"
"Fiora","Cassiopeia","Top","33.33"
"Fiora","Swain","Top","50"
"Fiora","Heimerdinger","Top","44"
"Fiora","Olaf","Top","50.32"
"Fiora","Illaoi","Top","46.51"
"Fiora","Kennen","Top","47.15"
"Fiora","Jayce","Top","43.69"
"Fiora","Warwick","Top","50"
"Fiora","Sion","Top","44.28"
"Fiora","Akali","Top","45.18"
"Fiora","Teemo","Top","47.58"
"Fiora","DrMundo","Top","47.69"
"Fiora","Vladimir","Top","45.88"
"Fiora","Tryndamere","Top","41.32"
"Fiora","Gnar","Top","51.71"
"Fiora","Quinn","Top","44.57"
"Fiora","TahmKench","Top","50.86"
"Fiora","Chogath","Top","52.66"
"Fiora","Hecarim","Top","44.53"
"Fiora","JarvanIV","Top","55.17"
"Fiora","Zac","Top","42.42"
"Fiora","Ryze","Top","42"
"Fiora","MonkeyKing","Top","41.96"
"Fiora","Garen","Top","43.44"
"Fiora","Kayle","Top","41.11"
"Fiora","Pantheon","Top","43.34"
"Fiora","Renekton","Top","52.2"
"Fiora","Shen","Top","42.22"
"Fiora","Rammus","Top","45.26"
"Fiora","Nasus","Top","45.69"
"Fiora","Rengar","Top","46.92"
"Fiora","Volibear","Top","46.96"
"Fiora","Gangplank","Top","45.69"
"Fiora","Riven","Top","52.61"
"Fiora","Lissandra","Top","46.11"
"Fiora","Poppy","Top","46.92"
"Fiora","Lulu","Top","46.07"
"Fiora","Darius","Top","45.92"
"Fiora","Jax","Top","51.45"
"Fiora","Malphite","Top","41.79"
"Fiora","Maokai","Top","48.38"
"Fiora","Trundle","Top","42.34"
"Fiora","Irelia","Top","46.42"
"Fiora","Fizz","Top","42.61"
"Fiora","Nautilus","Top","45.06"
"Fiora","Yasuo","Top","44.78"
"Fiora","Graves","Top","40.55"
"Fiora","Ekko","Top","41.63"
"Khazix","Nunu","Jungle","45.56"
"Khazix","Aatrox","Jungle","50.89"
"Khazix","Rumble","Jungle","58.4"
"Khazix","Skarner","Jungle","44.9"
"Khazix","FiddleSticks","Jungle","48"
"Khazix","Olaf","Jungle","60.86"
"Khazix","RekSai","Jungle","50"
"Khazix","Warwick","Jungle","46.19"
"Khazix","Evelynn","Jungle","54.06"
"Khazix","Sion","Jungle","52.94"
"Khazix","DrMundo","Jungle","56.81"
"Khazix","AurelionSol","Jungle","60.67"
"Khazix","Sejuani","Jungle","46.48"
"Khazix","Tryndamere","Jungle","57.69"
"Khazix","Quinn","Jungle","54.23"
"Khazix","Chogath","Jungle","45.13"
"Khazix","Hecarim","Jungle","49.31"
"Khazix","JarvanIV","Jungle","51.97"
"Khazix","Zac","Jungle","50.69"
"Khazix","Nocturne","Jungle","47.53"
"Khazix","MonkeyKing","Jungle","51.63"
"Khazix","XinZhao","Jungle","48.8"
"Khazix","Kayle","Jungle","52.7"
"Khazix","Udyr","Jungle","51.4"
"Khazix","Pantheon","Jungle","51.15"
"Khazix","Rammus","Jungle","52.69"
"Khazix","Shaco","Jungle","48.39"
"Khazix","Vi","Jungle","49.21"
"Khazix","Shyvana","Jungle","47.74"
"Khazix","Rengar","Jungle","50.57"
"Khazix","Diana","Jungle","53.48"
"Khazix","Volibear","Jungle","46.2"
"Khazix","Amumu","Jungle","46.35"
"Khazix","Elise","Jungle","50.51"
"Khazix","Nidalee","Jungle","49.4"
"Khazix","Poppy","Jungle","56.97"
"Khazix","Jax","Jungle","47.16"
"Khazix","Kindred","Jungle","48.32"
"Khazix","Maokai","Jungle","45.7"
"Khazix","MasterYi","Jungle","49.69"
"Khazix","Trundle","Jungle","50.68"
"Khazix","Fizz","Jungle","54.48"
"Khazix","Gragas","Jungle","50.34"
"Khazix","Graves","Jungle","48.02"
"Khazix","Ekko","Jungle","48.14"
"Khazix","LeeSin","Jungle","52.8"
"Quinn","Nunu","Jungle","40"
"Quinn","Aatrox","Jungle","66.66"
"Quinn","Rumble","Jungle","33.33"
"Quinn","Skarner","Jungle","47.82"
"Quinn","FiddleSticks","Jungle","41.66"
"Quinn","Olaf","Jungle","50"
"Quinn","RekSai","Jungle","46.42"
"Quinn","Warwick","Jungle","40"
"Quinn","Evelynn","Jungle","61.22"
"Quinn","Sion","Jungle","28.57"
"Quinn","DrMundo","Jungle","66.66"
"Quinn","AurelionSol","Jungle","50"
"Quinn","Sejuani","Jungle","42.85"
"Quinn","Tryndamere","Jungle","36.36"
"Quinn","Chogath","Jungle","75"
"Quinn","Hecarim","Jungle","55.1"
"Quinn","JarvanIV","Jungle","40"
"Quinn","Zac","Jungle","37.2"
"Quinn","Nocturne","Jungle","43.75"
"Quinn","MonkeyKing","Jungle","37.03"
"Quinn","XinZhao","Jungle","46.26"
"Quinn","Kayle","Jungle","44.44"
"Quinn","Udyr","Jungle","47.56"
"Quinn","Pantheon","Jungle","64"
"Quinn","Rammus","Jungle","48"
"Quinn","Shaco","Jungle","50.66"
"Quinn","Vi","Jungle","53.84"
"Quinn","Shyvana","Jungle","38.96"
"Quinn","Rengar","Jungle","55.07"
"Quinn","Diana","Jungle","43.75"
"Quinn","Volibear","Jungle","38.98"
"Quinn","Amumu","Jungle","41.97"
"Quinn","Elise","Jungle","47.11"
"Quinn","Nidalee","Jungle","48.48"
"Quinn","Poppy","Jungle","50"
"Quinn","Jax","Jungle","40"
"Quinn","Kindred","Jungle","43.57"
"Quinn","Maokai","Jungle","52.63"
"Quinn","MasterYi","Jungle","48.14"
"Quinn","Trundle","Jungle","71.42"
"Quinn","Khazix","Jungle","45.76"
"Quinn","Fizz","Jungle","45.83"
"Quinn","Gragas","Jungle","43.08"
"Quinn","Graves","Jungle","42.44"
"Quinn","Ekko","Jungle","35.21"
"Quinn","LeeSin","Jungle","58.98"
"Zac","Nunu","Jungle","43.1"
"Zac","Aatrox","Jungle","53.84"
"Zac","Rumble","Jungle","42.85"
"Zac","Skarner","Jungle","53.22"
"Zac","FiddleSticks","Jungle","46.66"
"Zac","Olaf","Jungle","48.57"
"Zac","RekSai","Jungle","51.79"
"Zac","Warwick","Jungle","41.66"
"Zac","Evelynn","Jungle","50.52"
"Zac","Sion","Jungle","62.06"
"Zac","DrMundo","Jungle","58.69"
"Zac","AurelionSol","Jungle","49.2"
"Zac","Sejuani","Jungle","46.97"
"Zac","Tryndamere","Jungle","50"
"Zac","Quinn","Jungle","62.79"
"Zac","Chogath","Jungle","60"
"Zac","Hecarim","Jungle","50.4"
"Zac","JarvanIV","Jungle","61.11"
"Zac","Nocturne","Jungle","49.48"
"Zac","MonkeyKing","Jungle","50.56"
"Zac","XinZhao","Jungle","50.34"
"Zac","Kayle","Jungle","45.76"
"Zac","Udyr","Jungle","47.56"
"Zac","Pantheon","Jungle","59.25"
"Zac","Rammus","Jungle","47.98"
"Zac","Shaco","Jungle","49.73"
"Zac","Vi","Jungle","48.98"
"Zac","Shyvana","Jungle","43.23"
"Zac","Rengar","Jungle","52.52"
"Zac","Diana","Jungle","49.72"
"Zac","Volibear","Jungle","45.12"
"Zac","Amumu","Jungle","47.14"
"Zac","Elise","Jungle","52.55"
"Zac","Nidalee","Jungle","46.03"
"Zac","Poppy","Jungle","50.58"
"Zac","Jax","Jungle","42.14"
"Zac","Kindred","Jungle","46.08"
"Zac","Maokai","Jungle","40.38"
"Zac","MasterYi","Jungle","43.99"
"Zac","Trundle","Jungle","49.56"
"Zac","Khazix","Jungle","49.3"
"Zac","Fizz","Jungle","47.85"
"Zac","Gragas","Jungle","48.85"
"Zac","Graves","Jungle","43.96"
"Zac","Ekko","Jungle","45.78"
"Zac","LeeSin","Jungle","52.2"
"Kindred","Nunu","Jungle","49.62"
"Kindred","Aatrox","Jungle","57.14"
"Kindred","Rumble","Jungle","51.87"
"Kindred","Skarner","Jungle","49.83"
"Kindred","FiddleSticks","Jungle","48.42"
"Kindred","Olaf","Jungle","60.25"
"Kindred","RekSai","Jungle","56.29"
"Kindred","Warwick","Jungle","50.49"
"Kindred","Evelynn","Jungle","54.66"
"Kindred","Sion","Jungle","52.05"
"Kindred","DrMundo","Jungle","53.03"
"Kindred","AurelionSol","Jungle","55.03"
"Kindred","Sejuani","Jungle","50.35"
"Kindred","Tryndamere","Jungle","65.9"
"Kindred","Quinn","Jungle","56.42"
"Kindred","Chogath","Jungle","56.17"
"Kindred","Hecarim","Jungle","54.96"
"Kindred","JarvanIV","Jungle","55.48"
"Kindred","Zac","Jungle","53.91"
"Kindred","Nocturne","Jungle","54.18"
"Kindred","MonkeyKing","Jungle","52.61"
"Kindred","XinZhao","Jungle","54.91"
"Kindred","Kayle","Jungle","52.23"
"Kindred","Udyr","Jungle","55.44"
"Kindred","Pantheon","Jungle","54.29"
"Kindred","Rammus","Jungle","54.33"
"Kindred","Shaco","Jungle","49.03"
"Kindred","Vi","Jungle","53.18"
"Kindred","Shyvana","Jungle","50.44"
"Kindred","Rengar","Jungle","52.95"
"Kindred","Diana","Jungle","59.4"
"Kindred","Volibear","Jungle","49.81"
"Kindred","Amumu","Jungle","49.39"
"Kindred","Elise","Jungle","54.48"
"Kindred","Nidalee","Jungle","48.35"
"Kindred","Poppy","Jungle","61.74"
"Kindred","Jax","Jungle","50.31"
"Kindred","Maokai","Jungle","56.14"
"Kindred","MasterYi","Jungle","50.02"
"Kindred","Trundle","Jungle","50.24"
"Kindred","Khazix","Jungle","51.67"
"Kindred","Fizz","Jungle","49.48"
"Kindred","Gragas","Jungle","52.23"
"Kindred","Graves","Jungle","51.2"
"Kindred","Ekko","Jungle","47.76"
"Kindred","LeeSin","Jungle","56.12"
"Ekko","Yorick","Top","56.48"
"Ekko","Urgot","Top","62.5"
"Ekko","Mordekaiser","Top","67.22"
"Ekko","Galio","Top","65.85"
"Ekko","Nunu","Top","75.55"
"Ekko","Aatrox","Top","61.3"
"Ekko","Singed","Top","56.37"
"Ekko","Rumble","Top","70.22"
"Ekko","Cassiopeia","Top","57.62"
"Ekko","Swain","Top","65.04"
"Ekko","Heimerdinger","Top","60.74"
"Ekko","Olaf","Top","59.82"
"Ekko","Illaoi","Top","62.37"
"Ekko","Kennen","Top","65.94"
"Ekko","Jayce","Top","59.75"
"Ekko","Warwick","Top","59.29"
"Ekko","Sion","Top","56.35"
"Ekko","Akali","Top","59.44"
"Ekko","Teemo","Top","59.02"
"Ekko","DrMundo","Top","56"
"Ekko","Vladimir","Top","59.46"
"Ekko","Tryndamere","Top","55.13"
"Ekko","Gnar","Top","58.04"
"Ekko","Quinn","Top","58.66"
"Ekko","TahmKench","Top","62.89"
"Ekko","Chogath","Top","61.03"
"Ekko","Hecarim","Top","57.84"
"Ekko","Fiora","Top","58.36"
"Ekko","JarvanIV","Top","60.92"
"Ekko","Zac","Top","55.46"
"Ekko","Ryze","Top","60.67"
"Ekko","MonkeyKing","Top","54.77"
"Ekko","Garen","Top","55.82"
"Ekko","Kayle","Top","53.66"
"Ekko","Pantheon","Top","54.46"
"Ekko","Renekton","Top","57.95"
"Ekko","Shen","Top","54.44"
"Ekko","Rammus","Top","54.02"
"Ekko","Nasus","Top","56.67"
"Ekko","Rengar","Top","58.42"
"Ekko","Volibear","Top","59.36"
"Ekko","Gangplank","Top","53.48"
"Ekko","Riven","Top","58.21"
"Ekko","Lissandra","Top","57.27"
"Ekko","Poppy","Top","60.7"
"Ekko","Lulu","Top","61.55"
"Ekko","Darius","Top","54.81"
"Ekko","Jax","Top","56.7"
"Ekko","Malphite","Top","57.89"
"Ekko","Maokai","Top","56.28"
"Ekko","Trundle","Top","57.32"
"Ekko","Irelia","Top","58.08"
"Ekko","Fizz","Top","56.89"
"Ekko","Nautilus","Top","58.06"
"Ekko","Yasuo","Top","55.62"
"Ekko","Graves","Top","54.42"
"Thresh","Galio","Support","57.57"
"Thresh","Nunu","Support","63.1"
"Thresh","FiddleSticks","Support","45.09"
"Thresh","Kennen","Support","53.1"
"Thresh","Taric","Support","46.4"
"Thresh","Zyra","Support","45.63"
"Thresh","TahmKench","Support","52.9"
"Thresh","Zilean","Support","48.95"
"Thresh","Brand","Support","47.08"
"Thresh","Sona","Support","47.56"
"Thresh","Velkoz","Support","50.61"
"Thresh","Shen","Support","47.2"
"Thresh","Nami","Support","47.44"
"Thresh","Annie","Support","50.31"
"Thresh","Poppy","Support","53.22"
"Thresh","Lulu","Support","53.25"
"Thresh","Karma","Support","49.69"
"Thresh","Bard","Support","50.23"
"Thresh","Leona","Support","47.8"
"Thresh","Trundle","Support","50.81"
"Thresh","Soraka","Support","44.9"
"Thresh","Lux","Support","54.97"
"Thresh","Nautilus","Support","49.41"
"Thresh","Janna","Support","46.42"
"Thresh","Blitzcrank","Support","46.73"
"Thresh","Morgana","Support","46.83"
"Thresh","Braum","Support","47.02"
"Thresh","Alistar","Support","47.75"
"TwistedFate","Urgot","Middle","42.85"
"TwistedFate","Mordekaiser","Middle","62.5"
"TwistedFate","Galio","Middle","46.98"
"TwistedFate","Karthus","Middle","48.64"
"TwistedFate","Cassiopeia","Middle","50.8"
"TwistedFate","Swain","Middle","47.27"
"TwistedFate","Heimerdinger","Middle","48.93"
"TwistedFate","Ziggs","Middle","53.24"
"TwistedFate","Veigar","Middle","54.66"
"TwistedFate","Kennen","Middle","54.16"
"TwistedFate","Xerath","Middle","54.29"
"TwistedFate","Syndra","Middle","57.72"
"TwistedFate","Jayce","Middle","54.88"
"TwistedFate","Zyra","Middle","48.64"
"TwistedFate","Talon","Middle","43.48"
"TwistedFate","Kassadin","Middle","53.34"
"TwistedFate","Viktor","Middle","55.68"
"TwistedFate","Akali","Middle","60"
"TwistedFate","AurelionSol","Middle","53.28"
